data,label,char_count,word_count,has_emoji,has_link,has_english,has_science,clean,clean_word_count
صادرات صنایع دستی رکورد جدیدی ثبت کرده است.,News,43,8,False,False,False,False,صادرات صنایع دستی رکورد جدیدی ثبت کرده است.,8
پلیس از برخورد دو قطار در حومه تهران گزارش داد.,News,47,10,False,False,False,False,پلیس از برخورد دو قطار در حومه تهران گزارش داد.,10
وزیر آموزش از اجرای طرح مهارت‌آموزی دانش‌آموزان خبر داد.,News,56,9,False,False,False,False,وزیر آموزش از اجرای طرح مهارت‌آموزی دانش‌آموزان خبر داد.,9
تیم بسکتبال ایران از صعود به مرحله نهایی بازماند.,News,49,9,False,False,False,False,تیم بسکتبال ایران از صعود به مرحله نهایی بازماند.,9
سامانه بارشی جدید هفته آینده وارد کشور می‌شود.,News,46,8,False,False,False,False,سامانه بارشی جدید هفته آینده وارد کشور می‌شود.,8
قیمت جهانی طلا پس از نشست فدرال رزرو افزایش یافت.,News,49,10,False,False,False,False,قیمت جهانی طلا پس از نشست فدرال رزرو افزایش یافت.,10
عملیات پاکسازی معابر پس از توفان ادامه دارد.,News,44,8,False,False,False,False,عملیات پاکسازی معابر پس از توفان ادامه دارد.,8
نیروهای امدادی در آماده‌باش کامل قرار گرفتند.,News,45,7,False,False,False,False,نیروهای امدادی در آماده‌باش کامل قرار گرفتند.,7
رئیس‌جمهور طرح توسعه صنایع مادر را افتتاح کرد.,News,46,8,False,False,False,False,رئیس‌جمهور طرح توسعه صنایع مادر را افتتاح کرد.,8
گزارش‌ها از افزایش مصرف برق در شب‌های گرم حکایت دارند.,News,54,10,False,False,False,False,گزارش‌ها از افزایش مصرف برق در شب‌های گرم حکایت دارند.,10
برنامه‌ریزی برای توسعه خطوط اتوبوس برقی آغاز شد.,News,48,8,False,False,False,False,برنامه‌ریزی برای توسعه خطوط اتوبوس برقی آغاز شد.,8
قیمت بلیت سینما در برخی شهرها کاهش پیدا کرده است.,News,49,10,False,False,False,False,قیمت بلیت سینما در برخی شهرها کاهش پیدا کرده است.,10
بانک مرکزی از ایجاد سامانه جدید نظارت ارزی رونمایی کرد.,News,55,10,False,False,False,False,بانک مرکزی از ایجاد سامانه جدید نظارت ارزی رونمایی کرد.,10
محققان کیفیت هوای تهران را نگران‌کننده توصیف کردند.,News,51,8,False,False,False,False,محققان کیفیت هوای تهران را نگران‌کننده توصیف کردند.,8
تیم وزنه‌برداری ایران مدال‌های متعددی به دست آورد.,News,50,8,False,False,False,False,تیم وزنه‌برداری ایران مدال‌های متعددی به دست آورد.,8
مسئولان از کمبود ذخایر آبی در جنوب کشور هشدار دادند.,News,52,10,False,False,False,False,مسئولان از کمبود ذخایر آبی در جنوب کشور هشدار دادند.,10
آتش‌سوزی در بازار بزرگ تبریز خسارات سنگینی برجا گذاشت.,News,54,9,False,False,False,False,آتش‌سوزی در بازار بزرگ تبریز خسارات سنگینی برجا گذاشت.,9
قیمت جهانی برنج تحت‌تأثیر خشکسالی افزایش یافته است.,News,51,8,False,False,False,False,قیمت جهانی برنج تحت‌تأثیر خشکسالی افزایش یافته است.,8
شرکت خودروساز داخلی از عرضه مدل جدید SUV خبر داد.,News,49,10,False,False,True,False,شرکت خودروساز داخلی از عرضه مدل جدید S فرابنفش خبر داد.,11
پروازهای بین‌المللی فرودگاه بندرعباس به حالت عادی بازگشت.,News,57,8,False,False,False,False,پروازهای بین‌المللی فرودگاه بندرعباس به حالت عادی بازگشت.,8
تیم والیبال جوانان ایران به مرحله فینال رسید.,News,45,8,False,False,False,False,تیم والیبال جوانان ایران به مرحله فینال رسید.,8
وزیر کار از افزایش وام اشتغال‌زایی خبر داد.,News,43,8,False,False,False,False,وزیر کار از افزایش وام اشتغال‌زایی خبر داد.,8
ریزش کوه در جاده چابهار–کنارک باعث توقف تردد شد.,News,48,9,False,False,False,False,ریزش کوه در جاده چابهار–کنارک باعث توقف تردد شد.,9
طرح بزرگ توسعه مترو تهران آغاز شد.,News,34,7,False,False,False,False,طرح بزرگ توسعه مترو تهران آغاز شد.,7
قیمت تخم‌مرغ در بازار روند کاهشی دارد.,News,38,7,False,False,False,False,قیمت تخم‌مرغ در بازار روند کاهشی دارد.,7
هلال‌احمر از ارسال دارو به مناطق محروم خبر داد.,News,47,9,False,False,False,False,هلال‌احمر از ارسال دارو به مناطق محروم خبر داد.,9
تیم ملی هندبال برای رقابت‌های جهانی تمرین می‌کند.,News,49,8,False,False,False,False,تیم ملی هندبال برای رقابت‌های جهانی تمرین می‌کند.,8
هواشناسی از تداوم بارش‌ها در غرب کشور خبر داد.,News,46,9,False,False,False,False,هواشناسی از تداوم بارش‌ها در غرب کشور خبر داد.,9
صادرات خرما امسال نسبت به سال گذشته افزایش یافته است.,News,53,10,False,False,False,False,صادرات خرما امسال نسبت به سال گذشته افزایش یافته است.,10
پلیس از کشف یک محموله بزرگ سلاح غیرقانونی خبر داد.,News,50,10,False,False,False,False,پلیس از کشف یک محموله بزرگ سلاح غیرقانونی خبر داد.,10
قیمت مواد اولیه صنعتی دوباره افزایش یافت.,News,41,7,False,False,False,False,قیمت مواد اولیه صنعتی دوباره افزایش یافت.,7
موزه ملی در تعطیلات نوروز میزبان هزاران بازدیدکننده بود.,News,56,9,False,False,False,True,موزه ملی در تعطیلات نوروز میزبان هزاران بازدیدکننده بود.,9
بارش‌های اخیر موجب لغزش زمین در مازندران شد.,News,44,8,False,False,False,False,بارش‌های اخیر موجب لغزش زمین در مازندران شد.,8
وزیر فرهنگ از برنامه‌های جدید برای حمایت از سینماگران خبر داد.,News,62,11,False,False,False,False,وزیر فرهنگ از برنامه‌های جدید برای حمایت از سینماگران خبر داد.,11
ورزشکار ایرانی در رقابت‌های جهانی جودو مدال نقره گرفت.,News,54,9,False,False,False,False,ورزشکار ایرانی در رقابت‌های جهانی جودو مدال نقره گرفت.,9
کارخانه جدید تولید لوازم خانگی در قزوین افتتاح شد.,News,50,9,False,False,False,False,کارخانه جدید تولید لوازم خانگی در قزوین افتتاح شد.,9
قیمت جهانی مس با کاهش مواجه شده است.,News,36,8,False,False,False,False,قیمت جهانی مس با کاهش مواجه شده است.,8
مدیرعامل گمرک از تسهیل واردات مواد اولیه خبر داد.,News,49,9,False,False,False,False,مدیرعامل گمرک از تسهیل واردات مواد اولیه خبر داد.,9
آتش‌سوزی جنگل‌های گلستان همچنان ادامه دارد.,News,43,6,False,False,False,False,آتش‌سوزی جنگل‌های گلستان همچنان ادامه دارد.,6
پلیس در چند شهر طرح برخورد با موتورسواران متخلف را آغاز کرد.,News,60,12,False,False,False,False,پلیس در چند شهر طرح برخورد با موتورسواران متخلف را آغاز کرد.,12
واردات خودروهای اقتصادی از ماه آینده آغاز می‌شود.,News,49,8,False,False,False,False,واردات خودروهای اقتصادی از ماه آینده آغاز می‌شود.,8
بارش شدید باران باعث تخریب چند خانه در کردستان شد.,News,50,10,False,False,False,False,بارش شدید باران باعث تخریب چند خانه در کردستان شد.,10
تیم فوتبال زنان ایران در مسابقات آسیایی خوش درخشید.,News,51,9,False,False,False,False,تیم فوتبال زنان ایران در مسابقات آسیایی خوش درخشید.,9
قیمت بلیت اتوبوس‌های بین‌شهری افزایش یافت.,News,42,6,False,False,False,False,قیمت بلیت اتوبوس‌های بین‌شهری افزایش یافت.,6
گزارش‌ها از احتمال کسری گاز در زمستان خبر می‌دهند.,News,50,9,False,False,False,False,گزارش‌ها از احتمال کسری گاز در زمستان خبر می‌دهند.,9
نمایشگاه تجهیزات پزشکی با حضور شرکت‌های بین‌المللی برگزار شد.,News,61,9,False,False,False,False,نمایشگاه تجهیزات پزشکی با حضور شرکت‌های بین‌المللی برگزار شد.,9
صادرات فولاد ایران روند صعودی دارد.,News,35,6,False,False,False,False,صادرات فولاد ایران روند صعودی دارد.,6
مأموران آتش‌نشانی مرد گرفتار در چاه را نجات دادند.,News,50,9,False,False,False,False,مأموران آتش‌نشانی مرد گرفتار در چاه را نجات دادند.,9
نرخ تورم ماهانه کاهش یافته است.,News,31,6,False,False,False,False,نرخ تورم ماهانه کاهش یافته است.,6
خط لوله جدید انتقال آب جنوب افتتاح شد.,News,38,8,False,False,False,False,خط لوله جدید انتقال آب جنوب افتتاح شد.,8
دانشگاه تهران از پذیرش دانشجویان خارجی جدید خبر داد.,News,52,9,False,False,False,False,دانشگاه تهران از پذیرش دانشجویان خارجی جدید خبر داد.,9
قیمت چای وارداتی افزایش پیدا کرده است.,News,38,7,False,False,False,False,قیمت چای وارداتی افزایش پیدا کرده است.,7
نشست اقتصادی ایران و عراق در بغداد برگزار شد.,News,45,9,False,False,False,False,نشست اقتصادی ایران و عراق در بغداد برگزار شد.,9
پرسپولیس با نتیجه یک بر صفر مقابل حریف قطری پیروز شد.,News,53,11,False,False,False,False,پرسپولیس با نتیجه یک بر صفر مقابل حریف قطری پیروز شد.,11
موج جدید سرما از امشب وارد کشور می‌شود.,News,39,8,False,False,False,False,موج جدید سرما از امشب وارد کشور می‌شود.,8
صادرات زعفران در سال جاری افزایش چشمگیری داشته است.,News,51,9,False,False,False,False,صادرات زعفران در سال جاری افزایش چشمگیری داشته است.,9
پلیس از توقیف محموله بزرگ مشروبات قاچاق خبر داد.,News,48,9,False,False,False,False,پلیس از توقیف محموله بزرگ مشروبات قاچاق خبر داد.,9
شاخص کیفیت هوا در تهران در وضعیت ناسالم قرار گرفت.,News,50,10,False,False,False,False,شاخص کیفیت هوا در تهران در وضعیت ناسالم قرار گرفت.,10
بهره‌برداری از نیروگاه بادی جدید در قزوین آغاز شد.,News,50,9,False,False,False,False,بهره‌برداری از نیروگاه بادی جدید در قزوین آغاز شد.,9
نرخ بلیت قطار مشهد–تهران کاهش یافته است.,News,40,7,False,False,False,False,نرخ بلیت قطار مشهد–تهران کاهش یافته است.,7
مسابقات بدمینتون قهرمانی کشور آغاز شد.,News,38,6,False,False,False,False,مسابقات بدمینتون قهرمانی کشور آغاز شد.,6
بارندگی شدید در لرستان باعث بسته شدن پل‌های روستایی شد.,News,55,10,False,False,False,False,بارندگی شدید در لرستان باعث بسته شدن پل‌های روستایی شد.,10
وزیر اقتصاد از برنامه‌های جدید برای توسعه صادرات خبر داد.,News,57,10,False,False,False,False,وزیر اقتصاد از برنامه‌های جدید برای توسعه صادرات خبر داد.,10
فروش اینترنتی بلیت جشنواره موسیقی آغاز شد.,News,42,7,False,False,False,False,فروش اینترنتی بلیت جشنواره موسیقی آغاز شد.,7
قیمت جهانی قهوه به دلیل کمبود محصول افزایش یافت.,News,48,9,False,False,False,False,قیمت جهانی قهوه به دلیل کمبود محصول افزایش یافت.,9
خطوط جدید هوایی بین ایران و روسیه برقرار شد.,News,44,9,False,False,False,False,خطوط جدید هوایی بین ایران و روسیه برقرار شد.,9
تیم ملی شنا رکورد جدیدی ثبت کرد.,News,32,7,False,False,False,False,تیم ملی شنا رکورد جدیدی ثبت کرد.,7
هلال‌احمر از توزیع ۱۵۰۰ بسته غذایی در مناطق سیل‌زده خبر داد.,News,60,11,False,False,False,False,هلال‌احمر از توزیع ۱۵۰۰ بسته غذایی در مناطق سیل‌زده خبر داد.,11
بارش برف در برخی استان‌ها مدارس را تعطیل کرد.,News,45,9,False,False,False,False,بارش برف در برخی استان‌ها مدارس را تعطیل کرد.,9
مدیران صنعت خودرو وعده عرضه مدل‌های کم‌مصرف را دادند.,News,53,9,False,False,False,False,مدیران صنعت خودرو وعده عرضه مدل‌های کم‌مصرف را دادند.,9
صادرات فرش دستباف ایرانی رشد ۲۰ درصدی داشته است.,News,48,9,False,False,False,False,صادرات فرش دستباف ایرانی رشد ۲۰ درصدی داشته است.,9
پلیس از دستگیری سارق طلافروشی در کمتر از ۲۴ ساعت خبر داد.,News,57,12,False,False,False,False,پلیس از دستگیری سارق طلافروشی در کمتر از ۲۴ ساعت خبر داد.,12
ساخت باند جدید فرودگاه شیراز آغاز شد.,News,37,7,False,False,False,False,ساخت باند جدید فرودگاه شیراز آغاز شد.,7
قیمت مرغ در بازار روند نزولی دارد.,News,34,7,False,False,False,False,قیمت مرغ در بازار روند نزولی دارد.,7
تیم ملی تکواندو به مرحله نیمه‌نهایی راه یافت.,News,45,8,False,False,False,False,تیم ملی تکواندو به مرحله نیمه‌نهایی راه یافت.,8
بحران کم‌آبی در مناطق مرکزی کشور شدت گرفته است.,News,47,9,False,False,False,False,بحران کم‌آبی در مناطق مرکزی کشور شدت گرفته است.,9
وزیر علوم از حمایت از شرکت‌های دانش‌بنیان خبر داد.,News,50,9,False,False,False,False,وزیر علوم از حمایت از شرکت‌های دانش‌بنیان خبر داد.,9
بارش باران باعث سرازیر شدن سیلاب به چند روستا شد.,News,49,10,False,False,False,False,بارش باران باعث سرازیر شدن سیلاب به چند روستا شد.,10
انتخابات شوراهای شهر و روستا هفته آینده برگزار می‌شود.,News,54,9,False,False,False,False,انتخابات شوراهای شهر و روستا هفته آینده برگزار می‌شود.,9
قیمت لوازم الکترونیک تحت‌تأثیر افزایش نرخ ارز بالا رفت.,News,55,9,False,False,False,False,قیمت لوازم الکترونیک تحت‌تأثیر افزایش نرخ ارز بالا رفت.,9
نمایشگاه بین‌المللی صنایع غذایی در تهران افتتاح شد.,News,51,8,False,False,False,False,نمایشگاه بین‌المللی صنایع غذایی در تهران افتتاح شد.,8
تیم ملی فوتسال در دیدار دوستانه عمان را شکست داد.,News,49,10,False,False,False,False,تیم ملی فوتسال در دیدار دوستانه عمان را شکست داد.,10
هواشناسی از وزش باد شدید در شرق تهران خبر داد.,News,46,10,False,False,False,False,هواشناسی از وزش باد شدید در شرق تهران خبر داد.,10
صادرات خرمای ایران به اروپا رکورد زد.,News,37,7,False,False,False,False,صادرات خرمای ایران به اروپا رکورد زد.,7
پلیس از کشف ۳۰ میلیارد ریال کالای احتکاری خبر داد.,News,50,10,False,False,False,False,پلیس از کشف ۳۰ میلیارد ریال کالای احتکاری خبر داد.,10
نیروگاه حرارتی جدید در بوشهر به بهره‌برداری رسید.,News,49,8,False,False,False,False,نیروگاه حرارتی جدید در بوشهر به بهره‌برداری رسید.,8
وزیر ورزش از پاداش ویژه برای مدال‌آوران خبر داد.,News,48,9,False,False,False,False,وزیر ورزش از پاداش ویژه برای مدال‌آوران خبر داد.,9
بارش سنگین برف موجب بسته شدن جاده‌های کوهستانی شد.,News,50,9,False,False,False,False,بارش سنگین برف موجب بسته شدن جاده‌های کوهستانی شد.,9
وزارت بهداشت از افزایش ظرفیت تخت‌های بیمارستانی در استان‌های جنوبی خبر داد.,News,75,12,False,False,False,False,وزارت بهداشت از افزایش ظرفیت تخت‌های بیمارستانی در استان‌های جنوبی خبر داد.,12
سامانه بارشی جدید موجب اختلال در پروازهای فرودگاه مشهد شد.,News,58,10,False,False,False,False,سامانه بارشی جدید موجب اختلال در پروازهای فرودگاه مشهد شد.,10
قیمت جهانی نفت پس از انتشار گزارش اوپک کاهش یافت.,News,49,10,False,False,False,False,قیمت جهانی نفت پس از انتشار گزارش اوپک کاهش یافت.,10
شش نفر در حادثه برخورد دو خودرو در جاده اراک–قم مصدوم شدند.,News,59,12,False,False,False,False,شش نفر در حادثه برخورد دو خودرو در جاده اراک–قم مصدوم شدند.,12
وزارت نیرو اعلام کرد ذخایر آبی کشور به کمترین سطح ده سال اخیر رسیده است.,News,72,15,False,False,False,False,وزارت نیرو اعلام کرد ذخایر آبی کشور به کمترین سطح ده سال اخیر رسیده است.,15
تیم ملی بسکتبال جوانان ایران موفق به شکست کره‌جنوبی شد.,News,55,10,False,False,False,False,تیم ملی بسکتبال جوانان ایران موفق به شکست کره‌جنوبی شد.,10
قیمت سیمان در بازار داخلی ثبات نسبی دارد.,News,41,8,False,False,False,False,قیمت سیمان در بازار داخلی ثبات نسبی دارد.,8
آتش‌سوزی در مراتع شیراز با تلاش نیروهای امدادی مهار شد.,News,55,10,False,False,False,False,آتش‌سوزی در مراتع شیراز با تلاش نیروهای امدادی مهار شد.,10
شهرداری مشهد از توسعه خطوط اتوبوس تندرو خبر داد.,News,48,9,False,False,False,False,شهرداری مشهد از توسعه خطوط اتوبوس تندرو خبر داد.,9
گزارش‌ها از افزایش فروش لوازم خانگی در نیمه اول سال حکایت دارد.,News,63,12,False,False,False,False,گزارش‌ها از افزایش فروش لوازم خانگی در نیمه اول سال حکایت دارد.,12
مجلس طرح جدید حمایت از تولید داخلی را بررسی می‌کند.,News,51,10,False,False,False,False,مجلس طرح جدید حمایت از تولید داخلی را بررسی می‌کند.,10
بارش‌های اخیر باعث طغیان رودخانه‌های محلی در مازندران شد.,News,57,9,False,False,False,False,بارش‌های اخیر باعث طغیان رودخانه‌های محلی در مازندران شد.,9
قیمت جهانی بیت‌کوین با افت ۵ درصدی مواجه شده است.,News,49,10,False,False,False,False,قیمت جهانی بیت‌کوین با افت ۵ درصدی مواجه شده است.,10
نمایشگاه بین‌المللی گردشگری با حضور ۴۰ کشور برگزار می‌شود.,News,58,9,False,False,False,False,نمایشگاه بین‌المللی گردشگری با حضور ۴۰ کشور برگزار می‌شود.,9
پلیس فرودگاه از کشف مقادیر زیادی ارز قاچاق خبر داد.,News,51,10,False,False,False,False,پلیس فرودگاه از کشف مقادیر زیادی ارز قاچاق خبر داد.,10
وزیر کار از اجرای طرح جدید مهارت‌آموزی جوانان خبر داد.,News,54,10,False,False,False,False,وزیر کار از اجرای طرح جدید مهارت‌آموزی جوانان خبر داد.,10
موج جدید سرما موجب افت شدید دما در مناطق غربی شده است.,News,54,12,False,False,False,True,موج جدید سرما موجب افت شدید دما در مناطق غربی شده است.,12
تیم ملی فوتسال ایران در بازی دوستانه مقابل عراق به برتری رسید.,News,62,12,False,False,False,False,تیم ملی فوتسال ایران در بازی دوستانه مقابل عراق به برتری رسید.,12
مرکز پژوهش‌ها گزارش جدیدی درباره تورم منتشر کرد.,News,48,8,False,False,False,False,مرکز پژوهش‌ها گزارش جدیدی درباره تورم منتشر کرد.,8
عملیات راه‌اندازی خط جدید مترو تبریز آغاز شد.,News,45,8,False,False,False,False,عملیات راه‌اندازی خط جدید مترو تبریز آغاز شد.,8
قیمت طلای جهانی پس از انتشار آمار اشتغال آمریکا کاهش یافته است.,News,63,12,False,False,False,False,قیمت طلای جهانی پس از انتشار آمار اشتغال آمریکا کاهش یافته است.,12
مدارس برخی مناطق خراسان شمالی به دلیل یخبندان تعطیل شدند.,News,57,10,False,False,False,False,مدارس برخی مناطق خراسان شمالی به دلیل یخبندان تعطیل شدند.,10
ورود گردشگران خارجی به ایران در ماه گذشته افزایش داشته است.,News,59,11,False,False,False,False,ورود گردشگران خارجی به ایران در ماه گذشته افزایش داشته است.,11
آتش‌نشانان حریق ساختمان مسکونی در رشت را کنترل کردند.,News,53,9,False,False,False,False,آتش‌نشانان حریق ساختمان مسکونی در رشت را کنترل کردند.,9
صادرات صنعت پتروشیمی رکورد جدیدی ثبت کرد.,News,41,7,False,False,False,False,صادرات صنعت پتروشیمی رکورد جدیدی ثبت کرد.,7
پلیس از انهدام یک باند بزرگ سرقت مسلحانه خبر داد.,News,49,10,False,False,False,False,پلیس از انهدام یک باند بزرگ سرقت مسلحانه خبر داد.,10
وزیر ارتباطات از توسعه 5G در چند شهر خبر داد.,News,45,10,False,False,True,False,وزیر ارتباطات از توسعه ۵G در چند شهر خبر داد.,10
قیمت سوخت هواپیما در کشور افزایش یافته است.,News,43,8,False,False,False,False,قیمت سوخت هواپیما در کشور افزایش یافته است.,8
تیم ملی هندبال بانوان در مسابقات آسیایی خوش درخشید.,News,51,9,False,False,False,False,تیم ملی هندبال بانوان در مسابقات آسیایی خوش درخشید.,9
موج بارشی جدید از فردا وارد کشور می‌شود.,News,40,8,False,False,False,False,موج بارشی جدید از فردا وارد کشور می‌شود.,8
محققان از کشف معدن جدید مس در شرق ایران خبر دادند.,News,50,11,False,False,False,False,محققان از کشف معدن جدید مس در شرق ایران خبر دادند.,11
پلیس نسبت به افزایش سرقت خودروهای مدل بالا هشدار داد.,News,53,10,False,False,False,False,پلیس نسبت به افزایش سرقت خودروهای مدل بالا هشدار داد.,10
قیمت انواع برنج ایرانی در بازار افزایش پیدا کرده است.,News,53,10,False,False,False,False,قیمت انواع برنج ایرانی در بازار افزایش پیدا کرده است.,10
نخستین جشنواره فیلم کوتاه در تبریز برگزار شد.,News,45,8,False,False,False,False,نخستین جشنواره فیلم کوتاه در تبریز برگزار شد.,8
ورزشکار ایرانی در رقابت‌های پارالمپیک مدال طلا گرفت.,News,52,8,False,False,False,False,ورزشکار ایرانی در رقابت‌های پارالمپیک مدال طلا گرفت.,8
سازمان هواشناسی نسبت به طوفان شن در سیستان هشدار داد.,News,53,10,False,False,False,False,سازمان هواشناسی نسبت به طوفان شن در سیستان هشدار داد.,10
فروش خودروهای برقی در کشور افزایش داشته است.,News,44,8,False,False,False,False,فروش خودروهای برقی در کشور افزایش داشته است.,8
تیم ملی تیراندازی با کمان به مرحله فینال راه یافت.,News,50,10,False,False,False,False,تیم ملی تیراندازی با کمان به مرحله فینال راه یافت.,10
زلزله‌ای ۳.۹ ریشتری دزفول را لرزاند.,News,36,6,False,False,False,False,زلزله‌ای ۳.۹ ریشتری دزفول را لرزاند.,6
شرکت ملی گاز از احتمال کاهش فشار گاز در زمستان خبر داد.,News,55,12,False,False,False,True,شرکت ملی گاز از احتمال کاهش فشار گاز در زمستان خبر داد.,12
صادرات میوه و تره‌بار کاهش یافته است.,News,37,7,False,False,False,False,صادرات میوه و تره‌بار کاهش یافته است.,7
شهرداری اصفهان طرح جدید بازآفرینی شهری را آغاز کرد.,News,51,9,False,False,False,False,شهرداری اصفهان طرح جدید بازآفرینی شهری را آغاز کرد.,9
قیمت جهانی فولاد با کاهش روبه‌رو شده است.,News,41,8,False,False,False,False,قیمت جهانی فولاد با کاهش روبه‌رو شده است.,8
تیم فوتبال سپاهان در دیدار امروز مقابل ملوان پیروز شد.,News,54,10,False,False,False,False,تیم فوتبال سپاهان در دیدار امروز مقابل ملوان پیروز شد.,10
بارش برف سنگین موجب مسدود شدن محور کرج–چالوس شد.,News,48,9,False,False,False,False,بارش برف سنگین موجب مسدود شدن محور کرج–چالوس شد.,9
اداره راه از آماده‌باش کامل نیروها در جاده‌های شمالی خبر داد.,News,61,11,False,False,False,False,اداره راه از آماده‌باش کامل نیروها در جاده‌های شمالی خبر داد.,11
نرخ رشد اقتصاد کشور طبق گزارش رسمی افزایش یافته است.,News,52,10,False,False,False,False,نرخ رشد اقتصاد کشور طبق گزارش رسمی افزایش یافته است.,10
نیروگاه خورشیدی جدیدی در یزد افتتاح شد.,News,39,7,False,False,False,False,نیروگاه خورشیدی جدیدی در یزد افتتاح شد.,7
پلیس از کشف ۵۰۰ بسته داروی قاچاق در مرز بازرگان خبر داد.,News,56,12,False,False,False,False,پلیس از کشف ۵۰۰ بسته داروی قاچاق در مرز بازرگان خبر داد.,12
قیمت جهانی گاز به دلیل سرمای شدید اروپا افزایش داشته است.,News,57,11,False,False,False,False,قیمت جهانی گاز به دلیل سرمای شدید اروپا افزایش داشته است.,11
پرسپولیس قرارداد بازیکن جدید خود را نهایی کرد.,News,46,8,False,False,False,False,پرسپولیس قرارداد بازیکن جدید خود را نهایی کرد.,8
مدارس تهران به دلیل آلودگی هوا به‌صورت مجازی برگزار می‌شود.,News,59,10,False,False,False,False,مدارس تهران به دلیل آلودگی هوا به‌صورت مجازی برگزار می‌شود.,10
صادرات کاشی و سرامیک افزایش یافته است.,News,38,7,False,False,False,False,صادرات کاشی و سرامیک افزایش یافته است.,7
سازمان بنادر از ورود نخستین کشتی حامل غلات خبر داد.,News,51,10,False,False,False,False,سازمان بنادر از ورود نخستین کشتی حامل غلات خبر داد.,10
تیم ملی والیبال نوجوانان ایران به مقام سوم آسیا رسید.,News,53,10,False,False,False,False,تیم ملی والیبال نوجوانان ایران به مقام سوم آسیا رسید.,10
بارش باران چند پرواز داخلی را لغو کرد.,News,38,8,False,False,False,False,بارش باران چند پرواز داخلی را لغو کرد.,8
قیمت جهانی قیر با کاهش همراه بوده است.,News,38,8,False,False,False,False,قیمت جهانی قیر با کاهش همراه بوده است.,8
مرکز آمار از کاهش نرخ اجاره‌بها در دو ماه اخیر خبر داد.,News,55,12,False,False,False,False,مرکز آمار از کاهش نرخ اجاره‌بها در دو ماه اخیر خبر داد.,12
عملیات امداد در ارتفاعات دنا همچنان ادامه دارد.,News,47,8,False,False,False,False,عملیات امداد در ارتفاعات دنا همچنان ادامه دارد.,8
وزیر علوم از افزایش همکاری دانشگاه‌ها با صنعت خبر داد.,News,54,10,False,False,False,False,وزیر علوم از افزایش همکاری دانشگاه‌ها با صنعت خبر داد.,10
گردشگری زمستانی در استان‌های شمالی رونق گرفته است.,News,50,8,False,False,False,False,گردشگری زمستانی در استان‌های شمالی رونق گرفته است.,8
پروازهای فرودگاه مشهد به دلیل یخبندان با تأخیر انجام می‌شود.,News,60,10,False,False,False,False,پروازهای فرودگاه مشهد به دلیل یخبندان با تأخیر انجام می‌شود.,10
قیمت چای ایرانی در بازار افزایش داشته است.,News,42,8,False,False,False,False,قیمت چای ایرانی در بازار افزایش داشته است.,8
تیم ملی قایقرانی در مسابقات جهانی خوش درخشید.,News,45,8,False,False,False,False,تیم ملی قایقرانی در مسابقات جهانی خوش درخشید.,8
بارش تگرگ خساراتی به مزارع کرمان وارد کرد.,News,42,8,False,False,False,False,بارش تگرگ خساراتی به مزارع کرمان وارد کرد.,8
وزیر بهداشت از افتتاح بیمارستان جدید در زاهدان خبر داد.,News,55,10,False,False,False,False,وزیر بهداشت از افتتاح بیمارستان جدید در زاهدان خبر داد.,10
بازار بورس امروز با افت شاخص همراه بود.,News,39,8,False,False,False,False,بازار بورس امروز با افت شاخص همراه بود.,8
پلیس از توقیف ۲۰ خودرو متخلف در غرب تهران خبر داد.,News,50,11,False,False,False,False,پلیس از توقیف ۲۰ خودرو متخلف در غرب تهران خبر داد.,11
صادرات خشکبار رشد ۱۰ درصدی داشته است.,News,37,7,False,False,False,False,صادرات خشکبار رشد ۱۰ درصدی داشته است.,7
نمایشگاه بین‌المللی صنعت خودرو در تهران برگزار شد.,News,50,8,False,False,False,False,نمایشگاه بین‌المللی صنعت خودرو در تهران برگزار شد.,8
باران شدید باعث آب‌گرفتگی معابر سنندج شد.,News,41,7,False,False,False,False,باران شدید باعث آب‌گرفتگی معابر سنندج شد.,7
تیم ملی شمشیربازی ایران مدال برنز کسب کرد.,News,42,8,False,False,False,False,تیم ملی شمشیربازی ایران مدال برنز کسب کرد.,8
هواشناسی از کاهش محسوس دما در غرب کشور خبر داد.,News,47,10,False,False,False,True,هواشناسی از کاهش محسوس دما در غرب کشور خبر داد.,10
قیمت جهانی مس پس از سقوط شدید دوباره افزایش یافت.,News,49,10,False,False,False,False,قیمت جهانی مس پس از سقوط شدید دوباره افزایش یافت.,10
وزیر راه از پیشرفت ۷۵ درصدی پروژه آزادراه شیراز–اصفهان خبر داد.,News,63,11,False,False,False,False,وزیر راه از پیشرفت ۷۵ درصدی پروژه آزادراه شیراز–اصفهان خبر داد.,11
پلیس از کشف ۲ تن مواد مخدر در جنوب کشور خبر داد.,News,48,12,False,False,False,False,پلیس از کشف ۲ تن مواد مخدر در جنوب کشور خبر داد.,12
نخستین خط تولید پهپادهای داخلی افتتاح شد.,News,41,7,False,False,False,False,نخستین خط تولید پهپادهای داخلی افتتاح شد.,7
تیم ملی فوتبال جوانان در یک بازی سخت مغلوب شد.,News,46,10,False,False,False,False,تیم ملی فوتبال جوانان در یک بازی سخت مغلوب شد.,10
بارش برف محورهای منتهی به ارومیه را لغزنده کرده است.,News,52,10,False,False,False,False,بارش برف محورهای منتهی به ارومیه را لغزنده کرده است.,10
